1;00:55:13;01:54:04;02:50:36;03:44
2;01:01:36;02:05:18;03:07:01;04:05
3;00:58:43;02:04:26;03:07:33;04:07
4;00:59:18;02:04:20;03:12:18;04:19
5;01:00:47;02:08:10;03:15:19;04:20
6;01:00:22;02:07:51;03:15:11;04:21
7;01:01:10;02:09:15;03:19:25;04:26
8;01:01:35;02:09:16;03:19:21;04:29
9;01:01:01;02:09:23;03:19:27;04:30
10;01:03:29;02:15:31;03:25:59;04:34
11;01:06:01;02:18:44;03:30:09;04:35
12;01:00:16;02:05:28;03:17:11;04:38
13;01:00:59;02:12:22;03:26:10;04:39
14;01:04:18;02:18:31;03:34:33;04:51
15;01:10:06;02:25:33;03:42:21;04:56
16;01:08:18;02:22:34;03:39:13;04:56
17;01:07:18;02:23:20;03:40:05;04:57
18;01:06:40;02:23:46;03:47:47;04:59
19;01:05:47;02:23:54;03:43:34;05:01
20;01:09:08;02:25:31;03:46:33;05:02
21;01:08:27;02:28:12;03:49:25;05:05
22;01:08:32;02:24:49;03:46:15;05:07
23;01:08:48;02:28:22;03:49:20;05:09
24;01:12:01;02:33:35;03:54:23;05:09
25;01:11:29;02:28:25;03:49:57;05:10
26;01:15:24;02:35:30;03:59:31;05:13
27;01:12:07;02:29:51;03:49:20;05:14
28;01:10:05;02:30:16;03:51:13;05:14
29;01:15:36;02:38:06;04:02:50;05:15
30;01:12:06;02:31:21;03:56:22;05:16
31;01:11:07;02:31:53;03:56:32;05:17
32;01:07:49;02:23:50;03:49:56;05:18
33;01:07:24;02:26:35;03:53:19;05:18
34;01:14:32;02:35:40;03:54:11;05:19
35;01:08:12;02:28:22;03:55:18;05:19
36;01:14:01;02:30:58;03:50:54;05:19
37;01:12:51;02:32:37;03:57:57;05:19
38;01:13:57;02:37:07;03:56:07;05:20
39;01:13:03;02:35:28;04:03:12;05:23
40;01:19:30;02:41:10;04:04:54;05:23
41;01:08:50;02:25:52;03:55:46;05:25
42;01:17:15;02:36:44;03:59:54;05:26
43;01:11:21;02:33:23;04:02:06;05:28
44;01:10:46;02:33:43;04:05:22;05:30
45;01:21:22;02:48:13;04:12:15;05:31
46;01:13:21;02:41:25;04:14:23;05:31
47;01:13:02;02:43:23;04:14:28;05:31
48;01:12:50;02:36:20;04:06:01;05:32
50;01:13:49;02:38:20;04:09:39;05:33
51;01:19:55;02:44:48;04:12:11;05:34
52;01:13:44;02:41:58;04:19:18;05:38
53;01:10:25;02:36:53;04:11:53;05:41
54;01:22:19;02:50:33;04:20:08;05:41
55;01:19:40;02:42:16;04:14:41;05:42
56;01:20:02;02:47:53;04:15:07;05:43
57;01:21:41;02:47:22;04:15:26;05:43
58;01:22:18;02:48:01;04:16:23;05:43
59;01:24:34;02:47:31;04:13:48;05:44
60;01:11:59;02:32:40;04:07:51;05:45
61;01:20:03;02:50:58;04:22:10;05:46
62;01:24:00;02:54:11;04:22:32;05:47
63;01:21:03;02:50:35;04:23:39;05:47
64;01:26:52;02:55:42;04:27:44;05:47
65;01:20:02;02:48:12;04:23:02;05:50
66;01:11:57;02:40:19;04:20:08;05:51
67;01:22:12;02:46:00;04:16:49;05:51
68;01:20:29;02:50:11;04:21:58;05:51
69;01:20:47;02:55:50;04:27:50;05:51
70;01:18:03;02:44:44;04:19:35;05:52
71;01:17:48;02:49:36;04:24:28;05:53
72;01:15:55;02:41:28;04:15:14;05:53
73;01:13:08;02:36:26;04:15:30;05:54
74;01:22:37;02:50:08;04:22:44;05:55
75;01:25:32;02:59:46;04:30:31;05:56
76;01:27:17;03:01:44;04:33:40;05:58
77;01:20:28;02:48:13;04:27:50;05:58
78;01:20:47;02:51:28;04:27:55;05:59
79;01:16:16;02:47:24;04:24:36;05:59
80;01:26:10;02:57:26;04:29:53;05:59
81;01:20:48;02:50:20;04:28:06;06:00
82;01:23:53;02:54:57;04:29:44;06:00
83;01:23:54;02:55:21;04:30:13;06:00
84;01:23:25;02:48:13;04:29:02;06:03
85;01:28:24;03:00:03;04:34:53;06:05
86;01:20:34;02:51:18;04:29:18;06:06
87;01:13:42;02:38:16;04:26:22;06:06
88;01:13:29;02:40:56;04:27:25;06:06
89;01:17:06;02:47:54;04:32:07;06:06
90;01:21:20;02:54:25;04:33:36;06:06
91;01:14:33;02:40:54;04:25:06;06:07
92;01:28:17;03:04:49;04:42:49;06:07
93;01:27:20;03:00:35;04:38:39;06:07
94;01:20:43;02:54:25;04:35:42;06:08
95;01:07:03;02:28:04;04:09:40;06:08
96;01:24:17;03:01:48;04:39:12;06:08
97;01:10:57;02:40:11;04:25:19;06:09
98;01:29:22;03:01:12;04:32:29;06:09
99;01:22:03;02:59:38;04:38:24;06:10
100;01:32:27;03:06:57;04:39:35;06:11
101;01:20:41;02:54:17;04:35:24;06:12
102;01:25:34;03:03:31;04:44:21;06:12
103;01:29:44;02:58:58;04:35:28;06:12
104;01:14:59;02:42:49;04:34:04;06:13
105;01:24:10;03:00:11;04:40:54;06:14
106;01:23:06;02:52:13;04:35:04;06:15
107;01:23:51;03:01:55;04:49:06;06:15
108;01:15:27;02:48:30;04:29:04;06:15
109;01:11:35;02:39:10;04:26:45;06:15
110;01:30:42;03:08:46;04:45:08;06:15
111;01:11:21;02:43:05;04:41:40;06:16
112;01:27:02;03:00:15;04:38:17;06:16
113;01:21:09;02:55:48;04:41:27;06:16
114;01:22:05;02:48:46;04:36:54;06:17
115;01:21:19;02:53:41;04:37:03;06:18
116;01:25:32;02:59:38;04:42:54;06:18
117;01:26:45;03:05:54;04:45:32;06:18
118;01:22:13;02:59:58;04:39:59;06:19
119;01:20:06;02:54:03;04:38:35;06:19
120;01:20:33;02:57:17;04:44:52;06:19
121;01:15:28;02:57:25;04:47:13;06:20
122;01:20:58;03:02:23;04:47:07;06:21
123;01:25:53;03:02:40;04:47:10;06:21
124;01:28:03;03:07:49;04:47:08;06:22
125;01:28:35;03:09:58;04:51:50;06:23
126;01:24:33;02:58:24;04:47:09;06:23
